onset	duration	RT	accuracy
18.232	6.7	0.338	1
24.842	6.7	0.308	0
31.453	6.7	0.444	0
56.277	6.7	0.426	0
62.904	6.7	n/a	n/a
69.515	6.7	n/a	n/a
94.338	6.7	0.005	0
100.966	6.7	0.2	0
107.576	6.7	0.322	0
132.416	6.7	n/a	n/a
139.027	6.7	0.479	0
145.638	6.7	n/a	n/a
170.461	6.7	n/a	n/a
177.072	6.7	0.024	0
183.699	6.7	0.026	0
208.523	6.7	n/a	n/a
215.15	6.7	n/a	n/a
221.761	6.7	0.385	0
246.585	6.7	0.067	0
253.195	6.7	n/a	n/a
259.806	6.7	0.015	0
284.63	6.7	0.324	1
291.24	6.7	n/a	n/a
297.851	6.7	0.685	1
322.691	6.7	n/a	n/a
329.302	6.7	n/a	n/a
335.913	6.7	0.164	0
360.753	6.7	0.014	1
367.364	6.7	n/a	n/a
373.974	6.7	0.764	1
398.815	6.7	0.759	1
405.425	6.7	0.903	0
412.036	6.7	n/a	n/a
436.86	6.7	0.12	0
443.47	6.7	n/a	n/a
450.081	6.7	n/a	n/a
